MonthYear,Station,"Station_Type ",Entry_Exit,Trip
2016-09,Allawah Station,Train,Exit,62180
2016-10,Allawah Station,Train,Entry,65080
2016-10,Allawah Station,Train,Exit,57920
2016-11,Allawah Station,Train,Entry,70420
2016-11,Allawah Station,Train,Exit,62610
2016-12,Allawah Station,Train,Entry,63630
2016-12,Allawah Station,Train,Exit,55540
2017-01,Allawah Station,Train,Entry,57370
2017-01,Allawah Station,Train,Exit,52010
2017-02,Allawah Station,Train,Entry,64860
2017-02,Allawah Station,Train,Exit,57850
2017-03,Allawah Station,Train,Entry,79900
2017-03,Allawah Station,Train,Exit,70480
2017-04,Allawah Station,Train,Entry,65380
2017-04,Allawah Station,Train,Exit,58010
2017-05,Allawah Station,Train,Entry,82120
2017-05,Allawah Station,Train,Exit,72630
2017-06,Allawah Station,Train,Entry,67510
2017-06,Allawah Station,Train,Exit,60270
2017-07,Allawah Station,Train,Entry,73170
2017-07,Allawah Station,Train,Exit,65390
2017-08,Allawah Station,Train,Entry,83000
2017-08,Allawah Station,Train,Exit,72800
2017-09,Allawah Station,Train,Entry,76860
2017-09,Allawah Station,Train,Exit,67210
2017-10,Allawah Station,Train,Entry,77870
2017-10,Allawah Station,Train,Exit,68470
2017-11,Allawah Station,Train,Entry,76310
2017-11,Allawah Station,Train,Exit,67440
2017-12,Allawah Station,Train,Entry,68940
2017-12,Allawah Station,Train,Exit,59650
2018-01,Allawah Station,Train,Entry,66690
2018-01,Allawah Station,Train,Exit,59520
2018-02,Allawah Station,Train,Entry,70810
2018-02,Allawah Station,Train,Exit,62750
2018-03,Allawah Station,Train,Entry,79470
2018-03,Allawah Station,Train,Exit,69920
2018-04,Allawah Station,Train,Entry,74170
2018-04,Allawah Station,Train,Exit,65510
2018-05,Allawah Station,Train,Entry,87510
2018-05,Allawah Station,Train,Exit,77160
2018-06,Allawah Station,Train,Entry,75710
2018-06,Allawah Station,Train,Exit,67100
2018-07,Allawah Station,Train,Entry,79160
2018-07,Allawah Station,Train,Exit,70710
2018-08,Allawah Station,Train,Entry,89890
2018-08,Allawah Station,Train,Exit,79660
2018-09,Allawah Station,Train,Entry,81860
2018-09,Allawah Station,Train,Exit,71910
2018-10,Allawah Station,Train,Entry,83140
2018-10,Allawah Station,Train,Exit,73810
2018-11,Allawah Station,Train,Entry,83950
2018-11,Allawah Station,Train,Exit,72910
2018-12,Allawah Station,Train,Entry,69960
2018-12,Allawah Station,Train,Exit,60640
2019-01,Allawah Station,Train,Entry,72450
2019-01,Allawah Station,Train,Exit,65070
2019-02,Allawah Station,Train,Entry,77770
2019-02,Allawah Station,Train,Exit,67560
2019-03,Allawah Station,Train,Entry,84370
2019-03,Allawah Station,Train,Exit,73950
2019-04,Allawah Station,Train,Entry,78400
2019-04,Allawah Station,Train,Exit,67760
2019-05,Allawah Station,Train,Entry,91160
2019-05,Allawah Station,Train,Exit,79110
2019-06,Allawah Station,Train,Entry,75890
2019-06,Allawah Station,Train,Exit,66650
2019-07,Allawah Station,Train,Entry,83340
2019-07,Allawah Station,Train,Exit,73470
2019-08,Allawah Station,Train,Entry,84060
2019-08,Allawah Station,Train,Exit,72840
2019-09,Allawah Station,Train,Entry,83230
2019-09,Allawah Station,Train,Exit,72560
2019-10,Allawah Station,Train,Entry,84810
2019-10,Allawah Station,Train,Exit,74650
2019-11,Allawah Station,Train,Entry,84330
2019-11,Allawah Station,Train,Exit,73330
2019-12,Allawah Station,Train,Entry,68450
2019-12,Allawah Station,Train,Exit,59790
2020-01,Allawah Station,Train,Entry,71760
2020-01,Allawah Station,Train,Exit,64980
2020-02,Allawah Station,Train,Entry,76290
2020-02,Allawah Station,Train,Exit,67150
2020-03,Allawah Station,Train,Entry,60860
2020-03,Allawah Station,Train,Exit,53960
2020-04,Allawah Station,Train,Entry,22610
2020-04,Allawah Station,Train,Exit,20640
2020-05,Allawah Station,Train,Entry,31680
2020-05,Allawah Station,Train,Exit,28560
2020-06,Allawah Station,Train,Entry,41320
2020-06,Allawah Station,Train,Exit,36930
2020-07,Allawah Station,Train,Entry,46970
2020-07,Allawah Station,Train,Exit,41820
2020-08,Allawah Station,Train,Entry,44050
2020-08,Allawah Station,Train,Exit,38890
2020-09,Allawah Station,Train,Entry,47250
2020-09,Allawah Station,Train,Exit,41840
2020-10,Allawah Station,Train,Entry,48920
2020-10,Allawah Station,Train,Exit,43120
2020-11,Allawah Station,Train,Entry,49640
2020-11,Allawah Station,Train,Exit,44120
2020-12,Allawah Station,Train,Entry,40950
2020-12,Allawah Station,Train,Exit,36390
2021-01,Allawah Station,Train,Entry,39250
2021-01,Allawah Station,Train,Exit,35400
2021-02,Allawah Station,Train,Entry,45650
2021-02,Allawah Station,Train,Exit,40420
2021-03,Allawah Station,Train,Entry,53070
2021-03,Allawah Station,Train,Exit,47400
2021-04,Allawah Station,Train,Entry,48730
2021-04,Allawah Station,Train,Exit,43460
2021-05,Allawah Station,Train,Entry,51930
2021-05,Allawah Station,Train,Exit,46000
2021-06,Allawah Station,Train,Entry,42900
2021-06,Allawah Station,Train,Exit,38440
2021-07,Allawah Station,Train,Entry,18050
2021-07,Allawah Station,Train,Exit,16270
2021-08,Allawah Station,Train,Entry,14520
2021-08,Allawah Station,Train,Exit,13210
2021-09,Allawah Station,Train,Entry,13760
2021-09,Allawah Station,Train,Exit,12180
2021-10,Allawah Station,Train,Entry,25730
2021-10,Allawah Station,Train,Exit,23120
2021-11,Allawah Station,Train,Entry,35650
2021-11,Allawah Station,Train,Exit,31180
2021-12,Allawah Station,Train,Entry,33550
2021-12,Allawah Station,Train,Exit,28990
2022-01,Allawah Station,Train,Entry,24430
2022-01,Allawah Station,Train,Exit,21160
2022-02,Allawah Station,Train,Entry,27580
2022-02,Allawah Station,Train,Exit,22780
2022-03,Allawah Station,Train,Entry,38100
2022-03,Allawah Station,Train,Exit,34360
2022-04,Allawah Station,Train,Entry,38640
2022-04,Allawah Station,Train,Exit,34350
2022-05,Allawah Station,Train,Entry,44520
2022-05,Allawah Station,Train,Exit,39720
2022-06,Allawah Station,Train,Entry,45300
2022-06,Allawah Station,Train,Exit,40690
2022-07,Allawah Station,Train,Entry,41610
2022-07,Allawah Station,Train,Exit,35980
2022-08,Allawah Station,Train,Entry,46090
2022-08,Allawah Station,Train,Exit,37980
2022-09,Allawah Station,Train,Entry,45480
2022-09,Allawah Station,Train,Exit,38420
2022-10,Allawah Station,Train,Entry,48210
2022-10,Allawah Station,Train,Exit,42100
2022-11,Allawah Station,Train,Entry,39640
2022-11,Allawah Station,Train,Exit,34980
2022-12,Allawah Station,Train,Entry,47800
2022-12,Allawah Station,Train,Exit,41390
2023-01,Allawah Station,Train,Entry,43910
2023-01,Allawah Station,Train,Exit,39140
2023-02,Allawah Station,Train,Entry,52550
2023-02,Allawah Station,Train,Exit,46500
2023-03,Allawah Station,Train,Entry,60070
2023-03,Allawah Station,Train,Exit,52230
2023-04,Allawah Station,Train,Entry,50110
2023-04,Allawah Station,Train,Exit,44280
2023-05,Allawah Station,Train,Entry,56590
2023-05,Allawah Station,Train,Exit,50930
2023-06,Allawah Station,Train,Entry,58210
2023-06,Allawah Station,Train,Exit,52420
2023-07,Allawah Station,Train,Entry,54790
2023-07,Allawah Station,Train,Exit,49480
2023-08,Allawah Station,Train,Entry,64640
2023-08,Allawah Station,Train,Exit,58530
2023-09,Allawah Station,Train,Entry,61410
2023-09,Allawah Station,Train,Exit,55130
2023-10,Allawah Station,Train,Entry,59990
2023-10,Allawah Station,Train,Exit,53740
2023-11,Allawah Station,Train,Entry,63210
2023-11,Allawah Station,Train,Exit,56240
2023-12,Allawah Station,Train,Entry,57370
2023-12,Allawah Station,Train,Exit,50270
2024-01,Allawah Station,Train,Entry,55870
2024-01,Allawah Station,Train,Exit,50000
2024-02,Allawah Station,Train,Entry,60160
2024-02,Allawah Station,Train,Exit,53620
2024-03,Allawah Station,Train,Entry,67600
2024-03,Allawah Station,Train,Exit,59420
2024-04,Allawah Station,Train,Entry,60400
2024-04,Allawah Station,Train,Exit,53870
2024-05,Allawah Station,Train,Entry,67880
2024-05,Allawah Station,Train,Exit,59690
2024-06,Allawah Station,Train,Entry,58470
2024-06,Allawah Station,Train,Exit,51580
2016-07,Arncliffe Station,Train,Entry,52950
2016-07,Arncliffe Station,Train,Exit,47040
2016-08,Arncliffe Station,Train,Entry,62060
2016-08,Arncliffe Station,Train,Exit,55850
2016-09,Arncliffe Station,Train,Entry,58920
2016-09,Arncliffe Station,Train,Exit,52360
2016-10,Arncliffe Station,Train,Entry,56310
2016-10,Arncliffe Station,Train,Exit,50140
2016-11,Arncliffe Station,Train,Entry,62360
2016-11,Arncliffe Station,Train,Exit,55660
2016-12,Arncliffe Station,Train,Entry,56330
2016-12,Arncliffe Station,Train,Exit,49010
2017-01,Arncliffe Station,Train,Entry,50840
2017-01,Arncliffe Station,Train,Exit,46080
2017-02,Arncliffe Station,Train,Entry,56580
2017-02,Arncliffe Station,Train,Exit,50940
2017-03,Arncliffe Station,Train,Entry,70050
2017-03,Arncliffe Station,Train,Exit,62880
2017-04,Arncliffe Station,Train,Entry,58620
2017-04,Arncliffe Station,Train,Exit,52550
2017-05,Arncliffe Station,Train,Entry,70060
2017-05,Arncliffe Station,Train,Exit,63860
2017-06,Arncliffe Station,Train,Entry,62320
2017-06,Arncliffe Station,Train,Exit,55440
2017-07,Arncliffe Station,Train,Entry,66660
2017-07,Arncliffe Station,Train,Exit,59700
2017-08,Arncliffe Station,Train,Entry,69990
2017-08,Arncliffe Station,Train,Exit,63300
2017-09,Arncliffe Station,Train,Entry,66100
2017-09,Arncliffe Station,Train,Exit,59560
2017-10,Arncliffe Station,Train,Entry,69100
2017-10,Arncliffe Station,Train,Exit,62600
2017-11,Arncliffe Station,Train,Entry,66310
2017-11,Arncliffe Station,Train,Exit,60230
2017-12,Arncliffe Station,Train,Entry,59030
2017-12,Arncliffe Station,Train,Exit,52000
2018-01,Arncliffe Station,Train,Entry,58010
2018-01,Arncliffe Station,Train,Exit,52220
2018-02,Arncliffe Station,Train,Entry,61960
2018-02,Arncliffe Station,Train,Exit,55650
2018-03,Arncliffe Station,Train,Entry,71790
2018-03,Arncliffe Station,Train,Exit,64000
2018-04,Arncliffe Station,Train,Entry,70090
2018-04,Arncliffe Station,Train,Exit,62450
2018-05,Arncliffe Station,Train,Entry,78130
2018-05,Arncliffe Station,Train,Exit,70320
2018-06,Arncliffe Station,Train,Entry,68900
2018-06,Arncliffe Station,Train,Exit,62220
2018-07,Arncliffe Station,Train,Entry,71250
2018-07,Arncliffe Station,Train,Exit,64440
2018-08,Arncliffe Station,Train,Entry,77790
2018-08,Arncliffe Station,Train,Exit,70620
2018-09,Arncliffe Station,Train,Entry,73640
2018-09,Arncliffe Station,Train,Exit,65270
2018-10,Arncliffe Station,Train,Entry,74460
2018-10,Arncliffe Station,Train,Exit,66990
2018-11,Arncliffe Station,Train,Entry,75430
2018-11,Arncliffe Station,Train,Exit,67120
2018-12,Arncliffe Station,Train,Entry,61820
2018-12,Arncliffe Station,Train,Exit,54270
2019-01,Arncliffe Station,Train,Entry,65060
2019-01,Arncliffe Station,Train,Exit,58930
2019-02,Arncliffe Station,Train,Entry,69410
2019-02,Arncliffe Station,Train,Exit,61700
2019-03,Arncliffe Station,Train,Entry,75650
2019-03,Arncliffe Station,Train,Exit,67350
2019-04,Arncliffe Station,Train,Entry,69840
2019-04,Arncliffe Station,Train,Exit,61590
2019-05,Arncliffe Station,Train,Entry,80990
2019-05,Arncliffe Station,Train,Exit,71780
2019-06,Arncliffe Station,Train,Entry,65930
2019-06,Arncliffe Station,Train,Exit,59170
2019-07,Arncliffe Station,Train,Entry,72710
2019-07,Arncliffe Station,Train,Exit,65160
2019-08,Arncliffe Station,Train,Entry,71040
2019-08,Arncliffe Station,Train,Exit,63230
2019-09,Arncliffe Station,Train,Entry,70110
2019-09,Arncliffe Station,Train,Exit,62730
2019-10,Arncliffe Station,Train,Entry,73430
2019-10,Arncliffe Station,Train,Exit,66230
2019-11,Arncliffe Station,Train,Entry,71970
2019-11,Arncliffe Station,Train,Exit,64140
2019-12,Arncliffe Station,Train,Entry,57750
2019-12,Arncliffe Station,Train,Exit,50840
2020-01,Arncliffe Station,Train,Entry,60880
2020-01,Arncliffe Station,Train,Exit,54830
2020-02,Arncliffe Station,Train,Entry,64010
2020-02,Arncliffe Station,Train,Exit,56760
2020-03,Arncliffe Station,Train,Entry,50300
2020-03,Arncliffe Station,Train,Exit,45510
2020-04,Arncliffe Station,Train,Entry,17970
2020-04,Arncliffe Station,Train,Exit,17190
2020-05,Arncliffe Station,Train,Entry,24950
2020-05,Arncliffe Station,Train,Exit,23280
2020-06,Arncliffe Station,Train,Entry,31200
2020-06,Arncliffe Station,Train,Exit,28720
2020-07,Arncliffe Station,Train,Entry,36790
2020-07,Arncliffe Station,Train,Exit,33630
2020-08,Arncliffe Station,Train,Entry,33110
2020-08,Arncliffe Station,Train,Exit,30360
2020-09,Arncliffe Station,Train,Entry,35370
2020-09,Arncliffe Station,Train,Exit,32450
2020-10,Arncliffe Station,Train,Entry,36810
2020-10,Arncliffe Station,Train,Exit,32870
2020-11,Arncliffe Station,Train,Entry,38120
2020-11,Arncliffe Station,Train,Exit,34270
2020-12,Arncliffe Station,Train,Entry,32340
2020-12,Arncliffe Station,Train,Exit,28930
2021-01,Arncliffe Station,Train,Entry,31210
2021-01,Arncliffe Station,Train,Exit,28200
2021-02,Arncliffe Station,Train,Entry,36100
2021-02,Arncliffe Station,Train,Exit,32700
2021-03,Arncliffe Station,Train,Entry,41970
2021-03,Arncliffe Station,Train,Exit,37310
2021-04,Arncliffe Station,Train,Entry,40500
2021-04,Arncliffe Station,Train,Exit,35990
2021-05,Arncliffe Station,Train,Entry,43290
2021-05,Arncliffe Station,Train,Exit,38960
2021-06,Arncliffe Station,Train,Entry,35640
2021-06,Arncliffe Station,Train,Exit,32070
2021-07,Arncliffe Station,Train,Entry,13490
2021-07,Arncliffe Station,Train,Exit,12540
2021-08,Arncliffe Station,Train,Entry,11640
2021-08,Arncliffe Station,Train,Exit,10760
2021-09,Arncliffe Station,Train,Entry,11520
2021-09,Arncliffe Station,Train,Exit,10340
2021-10,Arncliffe Station,Train,Entry,21820
2021-10,Arncliffe Station,Train,Exit,19180
2021-11,Arncliffe Station,Train,Entry,30320
2021-11,Arncliffe Station,Train,Exit,27040
2021-12,Arncliffe Station,Train,Entry,28700
2021-12,Arncliffe Station,Train,Exit,24830
2022-01,Arncliffe Station,Train,Entry,20190
2022-01,Arncliffe Station,Train,Exit,17870
2022-02,Arncliffe Station,Train,Entry,22470
2022-02,Arncliffe Station,Train,Exit,19810
2022-03,Arncliffe Station,Train,Entry,32030
2022-03,Arncliffe Station,Train,Exit,28170
2022-04,Arncliffe Station,Train,Entry,31430
2022-04,Arncliffe Station,Train,Exit,28220
2022-05,Arncliffe Station,Train,Entry,37360
2022-05,Arncliffe Station,Train,Exit,33390
2022-06,Arncliffe Station,Train,Entry,38110
2022-06,Arncliffe Station,Train,Exit,33250
2022-07,Arncliffe Station,Train,Entry,34130
2022-07,Arncliffe Station,Train,Exit,29360
2022-08,Arncliffe Station,Train,Entry,37850
2022-08,Arncliffe Station,Train,Exit,30420
2022-09,Arncliffe Station,Train,Entry,37690
2022-09,Arncliffe Station,Train,Exit,31560
2022-10,Arncliffe Station,Train,Entry,41700
2022-10,Arncliffe Station,Train,Exit,35920
2022-11,Arncliffe Station,Train,Entry,35100
2022-11,Arncliffe Station,Train,Exit,31300
2022-12,Arncliffe Station,Train,Entry,43550
2022-12,Arncliffe Station,Train,Exit,37720
2023-01,Arncliffe Station,Train,Entry,39760
2023-01,Arncliffe Station,Train,Exit,36130
2023-02,Arncliffe Station,Train,Entry,48380
2023-02,Arncliffe Station,Train,Exit,43760
2023-03,Arncliffe Station,Train,Entry,54110
2023-03,Arncliffe Station,Train,Exit,48390
2023-04,Arncliffe Station,Train,Entry,45400
2023-04,Arncliffe Station,Train,Exit,40360
2023-05,Arncliffe Station,Train,Entry,52550
2023-05,Arncliffe Station,Train,Exit,47870
2023-06,Arncliffe Station,Train,Entry,53460
2023-06,Arncliffe Station,Train,Exit,48220
2023-07,Arncliffe Station,Train,Entry,50700
2023-07,Arncliffe Station,Train,Exit,45570
2023-08,Arncliffe Station,Train,Entry,61030
2023-08,Arncliffe Station,Train,Exit,55290
2023-09,Arncliffe Station,Train,Entry,58450
2023-09,Arncliffe Station,Train,Exit,52590
2023-10,Arncliffe Station,Train,Entry,57220
2023-10,Arncliffe Station,Train,Exit,51580
2023-11,Arncliffe Station,Train,Entry,60130
2023-11,Arncliffe Station,Train,Exit,54260
2023-12,Arncliffe Station,Train,Entry,53080
2023-12,Arncliffe Station,Train,Exit,46520
2024-01,Arncliffe Station,Train,Entry,51870
2024-01,Arncliffe Station,Train,Exit,47310
2024-02,Arncliffe Station,Train,Entry,54460
2024-02,Arncliffe Station,Train,Exit,48860
2024-03,Arncliffe Station,Train,Entry,60140
2024-03,Arncliffe Station,Train,Exit,53860
2024-04,Arncliffe Station,Train,Entry,54080
2024-04,Arncliffe Station,Train,Exit,49590
2024-05,Arncliffe Station,Train,Entry,60520
2024-05,Arncliffe Station,Train,Exit,55010
2024-06,Arncliffe Station,Train,Entry,51760
2024-06,Arncliffe Station,Train,Exit,46910
2016-07,Artarmon Station,Train,Entry,143790
2016-07,Artarmon Station,Train,Exit,134540
2016-08,Artarmon Station,Train,Entry,169000
2016-08,Artarmon Station,Train,Exit,158160
2016-09,Artarmon Station,Train,Entry,152000
2016-09,Artarmon Station,Train,Exit,142030
2016-10,Artarmon Station,Train,Entry,153070
2016-10,Artarmon Station,Train,Exit,143130
2016-11,Artarmon Station,Train,Entry,160000
2016-11,Artarmon Station,Train,Exit,149290
2016-12,Artarmon Station,Train,Entry,137460
2016-12,Artarmon Station,Train,Exit,124120
2017-01,Artarmon Station,Train,Entry,131960
2017-01,Artarmon Station,Train,Exit,124780
2017-02,Artarmon Station,Train,Entry,144730
2017-02,Artarmon Station,Train,Exit,135250
2017-03,Artarmon Station,Train,Entry,172480
2017-03,Artarmon Station,Train,Exit,160210
2017-04,Artarmon Station,Train,Entry,135980
2017-04,Artarmon Station,Train,Exit,127180
2017-05,Artarmon Station,Train,Entry,175830
2017-05,Artarmon Station,Train,Exit,163810
2017-06,Artarmon Station,Train,Entry,161690
2017-06,Artarmon Station,Train,Exit,150790
2017-07,Artarmon Station,Train,Entry,148650
2017-07,Artarmon Station,Train,Exit,139750
2017-08,Artarmon Station,Train,Entry,169770
2017-08,Artarmon Station,Train,Exit,158460
2017-09,Artarmon Station,Train,Entry,157660
2017-09,Artarmon Station,Train,Exit,147020
2017-10,Artarmon Station,Train,Entry,159870
2017-10,Artarmon Station,Train,Exit,149800
2017-11,Artarmon Station,Train,Entry,158730
2017-11,Artarmon Station,Train,Exit,147680
2017-12,Artarmon Station,Train,Entry,145020
2017-12,Artarmon Station,Train,Exit,132850
2018-01,Artarmon Station,Train,Entry,135800
2018-01,Artarmon Station,Train,Exit,129610
2018-02,Artarmon Station,Train,Entry,139110
2018-02,Artarmon Station,Train,Exit,129240
2018-03,Artarmon Station,Train,Entry,167020
2018-03,Artarmon Station,Train,Exit,154020
2018-04,Artarmon Station,Train,Entry,150210
2018-04,Artarmon Station,Train,Exit,139630
2018-05,Artarmon Station,Train,Entry,168650
2018-05,Artarmon Station,Train,Exit,156520
2018-06,Artarmon Station,Train,Entry,157680
2018-06,Artarmon Station,Train,Exit,146620
2018-07,Artarmon Station,Train,Entry,156550
2018-07,Artarmon Station,Train,Exit,147800
2018-08,Artarmon Station,Train,Entry,164160
2018-08,Artarmon Station,Train,Exit,152870
2018-09,Artarmon Station,Train,Entry,155610
2018-09,Artarmon Station,Train,Exit,145260
2018-10,Artarmon Station,Train,Entry,144090
2018-10,Artarmon Station,Train,Exit,133130
2018-11,Artarmon Station,Train,Entry,147230
2018-11,Artarmon Station,Train,Exit,135080
2018-12,Artarmon Station,Train,Entry,130250
2018-12,Artarmon Station,Train,Exit,118710
2019-01,Artarmon Station,Train,Entry,117600
2019-01,Artarmon Station,Train,Exit,111510
2019-02,Artarmon Station,Train,Entry,138130
2019-02,Artarmon Station,Train,Exit,125800
2019-03,Artarmon Station,Train,Entry,154850
2019-03,Artarmon Station,Train,Exit,142250
2019-04,Artarmon Station,Train,Entry,138460
2019-04,Artarmon Station,Train,Exit,128370
2019-05,Artarmon Station,Train,Entry,164720
2019-05,Artarmon Station,Train,Exit,152490
