MonthYear,Station,"Station_Type ",Entry_Exit,Trip
2022-06,Hexham Station,Train,Exit,320
2022-07,Hexham Station,Train,Entry,100
2022-07,Hexham Station,Train,Exit,130
2022-08,Hexham Station,Train,Entry,310
2022-08,Hexham Station,Train,Exit,300
2022-09,Hexham Station,Train,Entry,210
2022-09,Hexham Station,Train,Exit,250
2022-10,Hexham Station,Train,Entry,280
2022-10,Hexham Station,Train,Exit,270
2022-11,Hexham Station,Train,Entry,210
2022-11,Hexham Station,Train,Exit,230
2022-12,Hexham Station,Train,Entry,230
2022-12,Hexham Station,Train,Exit,230
2023-01,Hexham Station,Train,Entry,260
2023-01,Hexham Station,Train,Exit,240
2023-02,Hexham Station,Train,Entry,260
2023-02,Hexham Station,Train,Exit,280
2023-03,Hexham Station,Train,Entry,320
2023-03,Hexham Station,Train,Exit,300
2023-04,Hexham Station,Train,Entry,240
2023-04,Hexham Station,Train,Exit,260
2023-05,Hexham Station,Train,Entry,230
2023-05,Hexham Station,Train,Exit,300
2023-06,Hexham Station,Train,Entry,250
2023-06,Hexham Station,Train,Exit,300
2023-07,Hexham Station,Train,Entry,260
2023-07,Hexham Station,Train,Exit,230
2023-08,Hexham Station,Train,Entry,310
2023-08,Hexham Station,Train,Exit,250
2023-09,Hexham Station,Train,Entry,250
2023-09,Hexham Station,Train,Exit,240
2023-10,Hexham Station,Train,Entry,320
2023-10,Hexham Station,Train,Exit,290
2023-11,Hexham Station,Train,Entry,330
2023-11,Hexham Station,Train,Exit,250
2023-12,Hexham Station,Train,Entry,240
2023-12,Hexham Station,Train,Exit,230
2024-01,Hexham Station,Train,Entry,170
2024-01,Hexham Station,Train,Exit,190
2024-02,Hexham Station,Train,Entry,220
2024-02,Hexham Station,Train,Exit,240
2024-03,Hexham Station,Train,Entry,200
2024-03,Hexham Station,Train,Exit,210
2024-04,Hexham Station,Train,Entry,200
2024-04,Hexham Station,Train,Exit,220
2024-05,Hexham Station,Train,Entry,180
2024-05,Hexham Station,Train,Exit,170
2024-06,Hexham Station,Train,Entry,170
2024-06,Hexham Station,Train,Exit,170
2016-07,High Street Station,Train,Entry,360
2016-07,High Street Station,Train,Exit,450
2016-08,High Street Station,Train,Entry,360
2016-08,High Street Station,Train,Exit,450
2016-09,High Street Station,Train,Entry,430
2016-09,High Street Station,Train,Exit,580
2016-10,High Street Station,Train,Entry,380
2016-10,High Street Station,Train,Exit,560
2016-11,High Street Station,Train,Entry,440
2016-11,High Street Station,Train,Exit,510
2016-12,High Street Station,Train,Entry,310
2016-12,High Street Station,Train,Exit,460
2017-01,High Street Station,Train,Entry,240
2017-01,High Street Station,Train,Exit,450
2017-02,High Street Station,Train,Entry,500
2017-02,High Street Station,Train,Exit,600
2017-03,High Street Station,Train,Entry,580
2017-03,High Street Station,Train,Exit,550
2017-04,High Street Station,Train,Entry,390
2017-04,High Street Station,Train,Exit,530
2017-05,High Street Station,Train,Entry,630
2017-05,High Street Station,Train,Exit,680
2017-06,High Street Station,Train,Entry,510
2017-06,High Street Station,Train,Exit,570
2017-07,High Street Station,Train,Entry,530
2017-07,High Street Station,Train,Exit,630
2017-08,High Street Station,Train,Entry,620
2017-08,High Street Station,Train,Exit,630
2017-09,High Street Station,Train,Entry,530
2017-09,High Street Station,Train,Exit,630
2017-10,High Street Station,Train,Entry,450
2017-10,High Street Station,Train,Exit,550
2017-11,High Street Station,Train,Entry,510
2017-11,High Street Station,Train,Exit,640
2017-12,High Street Station,Train,Entry,430
2017-12,High Street Station,Train,Exit,570
2018-01,High Street Station,Train,Entry,280
2018-01,High Street Station,Train,Exit,490
2018-02,High Street Station,Train,Entry,660
2018-02,High Street Station,Train,Exit,790
2018-03,High Street Station,Train,Entry,490
2018-03,High Street Station,Train,Exit,650
2018-04,High Street Station,Train,Entry,500
2018-04,High Street Station,Train,Exit,710
2018-05,High Street Station,Train,Entry,790
2018-05,High Street Station,Train,Exit,880
2018-06,High Street Station,Train,Entry,440
2018-06,High Street Station,Train,Exit,580
2018-07,High Street Station,Train,Entry,460
2018-07,High Street Station,Train,Exit,660
2018-08,High Street Station,Train,Entry,520
2018-08,High Street Station,Train,Exit,780
2018-09,High Street Station,Train,Entry,530
2018-09,High Street Station,Train,Exit,750
2018-10,High Street Station,Train,Entry,470
2018-10,High Street Station,Train,Exit,650
2018-11,High Street Station,Train,Entry,590
2018-11,High Street Station,Train,Exit,680
2018-12,High Street Station,Train,Entry,440
2018-12,High Street Station,Train,Exit,580
2019-01,High Street Station,Train,Entry,300
2019-01,High Street Station,Train,Exit,470
2019-02,High Street Station,Train,Entry,530
2019-02,High Street Station,Train,Exit,750
2019-03,High Street Station,Train,Entry,620
2019-03,High Street Station,Train,Exit,810
2019-04,High Street Station,Train,Entry,490
2019-04,High Street Station,Train,Exit,600
2019-05,High Street Station,Train,Entry,720
2019-05,High Street Station,Train,Exit,850
2019-06,High Street Station,Train,Entry,450
2019-06,High Street Station,Train,Exit,610
2019-07,High Street Station,Train,Entry,510
2019-07,High Street Station,Train,Exit,680
2019-08,High Street Station,Train,Entry,620
2019-08,High Street Station,Train,Exit,690
2019-09,High Street Station,Train,Entry,540
2019-09,High Street Station,Train,Exit,750
2019-10,High Street Station,Train,Entry,590
2019-10,High Street Station,Train,Exit,670
2019-11,High Street Station,Train,Entry,590
2019-11,High Street Station,Train,Exit,760
2019-12,High Street Station,Train,Entry,460
2019-12,High Street Station,Train,Exit,570
2020-01,High Street Station,Train,Entry,430
2020-01,High Street Station,Train,Exit,560
2020-02,High Street Station,Train,Entry,540
2020-02,High Street Station,Train,Exit,790
2020-03,High Street Station,Train,Entry,360
2020-03,High Street Station,Train,Exit,500
2020-04,High Street Station,Train,Entry,110
2020-04,High Street Station,Train,Exit,160
2020-05,High Street Station,Train,Entry,220
2020-05,High Street Station,Train,Exit,280
2020-06,High Street Station,Train,Entry,300
2020-06,High Street Station,Train,Exit,300
2020-07,High Street Station,Train,Entry,310
2020-07,High Street Station,Train,Exit,340
2020-08,High Street Station,Train,Entry,290
2020-08,High Street Station,Train,Exit,410
2020-09,High Street Station,Train,Entry,260
2020-09,High Street Station,Train,Exit,430
2020-10,High Street Station,Train,Entry,280
2020-10,High Street Station,Train,Exit,350
2020-11,High Street Station,Train,Entry,270
2020-11,High Street Station,Train,Exit,440
2020-12,High Street Station,Train,Entry,290
2020-12,High Street Station,Train,Exit,350
2021-01,High Street Station,Train,Entry,250
2021-01,High Street Station,Train,Exit,400
2021-02,High Street Station,Train,Entry,260
2021-02,High Street Station,Train,Exit,480
2021-03,High Street Station,Train,Entry,310
2021-03,High Street Station,Train,Exit,430
2021-04,High Street Station,Train,Entry,380
2021-04,High Street Station,Train,Exit,570
2021-05,High Street Station,Train,Entry,480
2021-05,High Street Station,Train,Exit,660
2021-06,High Street Station,Train,Entry,300
2021-06,High Street Station,Train,Exit,440
2021-07,High Street Station,Train,Entry,270
2021-07,High Street Station,Train,Exit,390
2021-08,High Street Station,Train,Entry,150
2021-08,High Street Station,Train,Exit,190
2021-09,High Street Station,Train,Entry,190
2021-09,High Street Station,Train,Exit,200
2021-10,High Street Station,Train,Entry,210
2021-10,High Street Station,Train,Exit,230
2021-11,High Street Station,Train,Entry,220
2021-11,High Street Station,Train,Exit,290
2021-12,High Street Station,Train,Entry,180
2021-12,High Street Station,Train,Exit,290
2022-01,High Street Station,Train,Entry,270
2022-01,High Street Station,Train,Exit,330
2022-02,High Street Station,Train,Entry,290
2022-02,High Street Station,Train,Exit,450
2022-03,High Street Station,Train,Entry,270
2022-03,High Street Station,Train,Exit,390
2022-04,High Street Station,Train,Entry,240
2022-04,High Street Station,Train,Exit,320
2022-05,High Street Station,Train,Entry,270
2022-05,High Street Station,Train,Exit,380
2022-06,High Street Station,Train,Entry,300
2022-06,High Street Station,Train,Exit,400
2022-07,High Street Station,Train,Entry,100
2022-07,High Street Station,Train,Exit,170
2022-08,High Street Station,Train,Entry,230
2022-08,High Street Station,Train,Exit,310
2022-09,High Street Station,Train,Entry,220
2022-09,High Street Station,Train,Exit,300
2022-10,High Street Station,Train,Entry,270
2022-10,High Street Station,Train,Exit,310
2022-11,High Street Station,Train,Entry,280
2022-11,High Street Station,Train,Exit,380
2022-12,High Street Station,Train,Entry,290
2022-12,High Street Station,Train,Exit,430
2023-01,High Street Station,Train,Entry,360
2023-01,High Street Station,Train,Exit,450
2023-02,High Street Station,Train,Entry,310
2023-02,High Street Station,Train,Exit,440
2023-03,High Street Station,Train,Entry,400
2023-03,High Street Station,Train,Exit,550
2023-04,High Street Station,Train,Entry,400
2023-04,High Street Station,Train,Exit,470
2023-05,High Street Station,Train,Entry,480
2023-05,High Street Station,Train,Exit,610
2023-06,High Street Station,Train,Entry,310
2023-06,High Street Station,Train,Exit,400
2023-07,High Street Station,Train,Entry,370
2023-07,High Street Station,Train,Exit,420
2023-08,High Street Station,Train,Entry,380
2023-08,High Street Station,Train,Exit,420
2023-09,High Street Station,Train,Entry,420
2023-09,High Street Station,Train,Exit,430
2023-10,High Street Station,Train,Entry,390
2023-10,High Street Station,Train,Exit,490
2023-11,High Street Station,Train,Entry,390
2023-11,High Street Station,Train,Exit,420
2023-12,High Street Station,Train,Entry,330
2023-12,High Street Station,Train,Exit,370
2024-01,High Street Station,Train,Entry,350
2024-01,High Street Station,Train,Exit,380
2024-02,High Street Station,Train,Entry,360
2024-02,High Street Station,Train,Exit,390
2024-03,High Street Station,Train,Entry,320
2024-03,High Street Station,Train,Exit,390
2024-04,High Street Station,Train,Entry,430
2024-04,High Street Station,Train,Exit,570
2024-05,High Street Station,Train,Entry,380
2024-05,High Street Station,Train,Exit,430
2024-06,High Street Station,Train,Entry,290
2024-06,High Street Station,Train,Exit,350
2016-07,Hilldale Station,Train,Entry,Less than 50
2016-07,Hilldale Station,Train,Exit,Less than 50
2016-08,Hilldale Station,Train,Entry,60
2016-08,Hilldale Station,Train,Exit,60
2016-09,Hilldale Station,Train,Entry,60
2016-09,Hilldale Station,Train,Exit,60
2016-10,Hilldale Station,Train,Entry,Less than 50
2016-10,Hilldale Station,Train,Exit,60
2016-11,Hilldale Station,Train,Entry,60
2016-11,Hilldale Station,Train,Exit,60
2016-12,Hilldale Station,Train,Entry,Less than 50
2016-12,Hilldale Station,Train,Exit,Less than 50
2017-01,Hilldale Station,Train,Entry,70
2017-01,Hilldale Station,Train,Exit,70
2017-02,Hilldale Station,Train,Entry,70
2017-02,Hilldale Station,Train,Exit,70
2017-03,Hilldale Station,Train,Entry,70
2017-03,Hilldale Station,Train,Exit,70
2017-04,Hilldale Station,Train,Entry,70
2017-04,Hilldale Station,Train,Exit,70
2017-05,Hilldale Station,Train,Entry,Less than 50
2017-05,Hilldale Station,Train,Exit,60
2017-06,Hilldale Station,Train,Entry,Less than 50
2017-06,Hilldale Station,Train,Exit,Less than 50
2017-07,Hilldale Station,Train,Entry,Less than 50
2017-07,Hilldale Station,Train,Exit,Less than 50
2017-08,Hilldale Station,Train,Entry,Less than 50
2017-08,Hilldale Station,Train,Exit,Less than 50
2017-09,Hilldale Station,Train,Entry,Less than 50
2017-09,Hilldale Station,Train,Exit,Less than 50
2017-10,Hilldale Station,Train,Entry,Less than 50
2017-10,Hilldale Station,Train,Exit,Less than 50
2017-11,Hilldale Station,Train,Entry,Less than 50
2017-11,Hilldale Station,Train,Exit,Less than 50
2017-12,Hilldale Station,Train,Entry,Less than 50
2017-12,Hilldale Station,Train,Exit,Less than 50
2018-01,Hilldale Station,Train,Entry,Less than 50
2018-01,Hilldale Station,Train,Exit,Less than 50
2018-02,Hilldale Station,Train,Entry,Less than 50
2018-02,Hilldale Station,Train,Exit,Less than 50
2018-03,Hilldale Station,Train,Entry,Less than 50
2018-03,Hilldale Station,Train,Exit,Less than 50
2018-04,Hilldale Station,Train,Entry,Less than 50
2018-04,Hilldale Station,Train,Exit,Less than 50
2018-05,Hilldale Station,Train,Entry,Less than 50
2018-05,Hilldale Station,Train,Exit,Less than 50
2018-06,Hilldale Station,Train,Entry,Less than 50
2018-06,Hilldale Station,Train,Exit,Less than 50
2018-07,Hilldale Station,Train,Entry,Less than 50
2018-07,Hilldale Station,Train,Exit,Less than 50
2018-08,Hilldale Station,Train,Entry,Less than 50
2018-08,Hilldale Station,Train,Exit,Less than 50
2018-09,Hilldale Station,Train,Entry,Less than 50
2018-09,Hilldale Station,Train,Exit,Less than 50
2018-10,Hilldale Station,Train,Entry,Less than 50
2018-10,Hilldale Station,Train,Exit,Less than 50
2018-11,Hilldale Station,Train,Entry,Less than 50
2018-11,Hilldale Station,Train,Exit,Less than 50
2018-12,Hilldale Station,Train,Entry,Less than 50
2018-12,Hilldale Station,Train,Exit,Less than 50
2019-01,Hilldale Station,Train,Entry,Less than 50
2019-01,Hilldale Station,Train,Exit,Less than 50
2019-02,Hilldale Station,Train,Entry,Less than 50
2019-02,Hilldale Station,Train,Exit,Less than 50
2019-03,Hilldale Station,Train,Entry,Less than 50
2019-03,Hilldale Station,Train,Exit,Less than 50
2019-04,Hilldale Station,Train,Entry,Less than 50
2019-04,Hilldale Station,Train,Exit,Less than 50
2019-05,Hilldale Station,Train,Entry,Less than 50
2019-05,Hilldale Station,Train,Exit,Less than 50
2019-06,Hilldale Station,Train,Entry,Less than 50
2019-06,Hilldale Station,Train,Exit,Less than 50
2019-07,Hilldale Station,Train,Entry,Less than 50
2019-07,Hilldale Station,Train,Exit,Less than 50
2019-08,Hilldale Station,Train,Entry,Less than 50
2019-08,Hilldale Station,Train,Exit,Less than 50
2019-09,Hilldale Station,Train,Entry,Less than 50
2019-09,Hilldale Station,Train,Exit,Less than 50
2019-10,Hilldale Station,Train,Entry,Less than 50
2019-10,Hilldale Station,Train,Exit,Less than 50
2019-11,Hilldale Station,Train,Entry,Less than 50
2019-11,Hilldale Station,Train,Exit,Less than 50
2019-12,Hilldale Station,Train,Entry,Less than 50
2019-12,Hilldale Station,Train,Exit,Less than 50
2020-01,Hilldale Station,Train,Entry,Less than 50
2020-01,Hilldale Station,Train,Exit,Less than 50
2020-02,Hilldale Station,Train,Entry,Less than 50
2020-02,Hilldale Station,Train,Exit,Less than 50
2020-03,Hilldale Station,Train,Entry,Less than 50
2020-03,Hilldale Station,Train,Exit,Less than 50
2020-04,Hilldale Station,Train,Entry,Less than 50
2020-04,Hilldale Station,Train,Exit,Less than 50
2020-05,Hilldale Station,Train,Entry,Less than 50
2020-05,Hilldale Station,Train,Exit,Less than 50
2020-06,Hilldale Station,Train,Entry,Less than 50
2020-06,Hilldale Station,Train,Exit,Less than 50
2020-07,Hilldale Station,Train,Entry,Less than 50
2020-07,Hilldale Station,Train,Exit,Less than 50
2020-08,Hilldale Station,Train,Entry,Less than 50
2020-08,Hilldale Station,Train,Exit,Less than 50
2020-09,Hilldale Station,Train,Entry,Less than 50
2020-09,Hilldale Station,Train,Exit,Less than 50
2020-10,Hilldale Station,Train,Entry,Less than 50
2020-10,Hilldale Station,Train,Exit,Less than 50
2020-11,Hilldale Station,Train,Entry,Less than 50
2020-11,Hilldale Station,Train,Exit,Less than 50
2020-12,Hilldale Station,Train,Entry,Less than 50
2020-12,Hilldale Station,Train,Exit,Less than 50
2021-01,Hilldale Station,Train,Entry,Less than 50
2021-01,Hilldale Station,Train,Exit,Less than 50
2021-02,Hilldale Station,Train,Entry,Less than 50
2021-02,Hilldale Station,Train,Exit,Less than 50
2021-03,Hilldale Station,Train,Entry,Less than 50
2021-03,Hilldale Station,Train,Exit,Less than 50
2021-04,Hilldale Station,Train,Entry,Less than 50
2021-04,Hilldale Station,Train,Exit,Less than 50
2021-05,Hilldale Station,Train,Entry,Less than 50
2021-05,Hilldale Station,Train,Exit,Less than 50
2021-06,Hilldale Station,Train,Entry,Less than 50
2021-06,Hilldale Station,Train,Exit,Less than 50
2021-07,Hilldale Station,Train,Entry,Less than 50
2021-07,Hilldale Station,Train,Exit,Less than 50
2021-08,Hilldale Station,Train,Entry,Less than 50
2021-08,Hilldale Station,Train,Exit,Less than 50
2021-09,Hilldale Station,Train,Entry,Less than 50
2021-09,Hilldale Station,Train,Exit,Less than 50
2021-10,Hilldale Station,Train,Entry,Less than 50
2021-10,Hilldale Station,Train,Exit,Less than 50
2021-11,Hilldale Station,Train,Entry,Less than 50
2021-11,Hilldale Station,Train,Exit,Less than 50
2021-12,Hilldale Station,Train,Entry,Less than 50
2021-12,Hilldale Station,Train,Exit,Less than 50
2022-01,Hilldale Station,Train,Entry,Less than 50
2022-01,Hilldale Station,Train,Exit,Less than 50
2022-02,Hilldale Station,Train,Entry,Less than 50
2022-02,Hilldale Station,Train,Exit,Less than 50
2022-03,Hilldale Station,Train,Entry,Less than 50
2022-03,Hilldale Station,Train,Exit,Less than 50
2022-04,Hilldale Station,Train,Entry,Less than 50
2022-04,Hilldale Station,Train,Exit,Less than 50
2022-05,Hilldale Station,Train,Entry,Less than 50
2022-05,Hilldale Station,Train,Exit,Less than 50
2022-06,Hilldale Station,Train,Entry,Less than 50
2022-06,Hilldale Station,Train,Exit,Less than 50
2022-07,Hilldale Station,Train,Entry,Less than 50
2022-07,Hilldale Station,Train,Exit,Less than 50
2022-08,Hilldale Station,Train,Entry,Less than 50
2022-08,Hilldale Station,Train,Exit,Less than 50
2022-09,Hilldale Station,Train,Entry,Less than 50
2022-09,Hilldale Station,Train,Exit,Less than 50
2022-10,Hilldale Station,Train,Entry,Less than 50
2022-10,Hilldale Station,Train,Exit,Less than 50
2022-11,Hilldale Station,Train,Entry,Less than 50
2022-11,Hilldale Station,Train,Exit,Less than 50
2023-01,Hilldale Station,Train,Entry,Less than 50
2023-01,Hilldale Station,Train,Exit,Less than 50
2023-02,Hilldale Station,Train,Entry,Less than 50
2023-02,Hilldale Station,Train,Exit,Less than 50
2023-03,Hilldale Station,Train,Entry,Less than 50
2023-03,Hilldale Station,Train,Exit,Less than 50
2023-04,Hilldale Station,Train,Entry,Less than 50
2023-04,Hilldale Station,Train,Exit,Less than 50
2023-05,Hilldale Station,Train,Entry,Less than 50
2023-05,Hilldale Station,Train,Exit,Less than 50
2023-06,Hilldale Station,Train,Entry,Less than 50
2023-06,Hilldale Station,Train,Exit,Less than 50
2023-07,Hilldale Station,Train,Entry,Less than 50
2023-07,Hilldale Station,Train,Exit,Less than 50
2023-08,Hilldale Station,Train,Entry,Less than 50
2023-08,Hilldale Station,Train,Exit,Less than 50
2023-09,Hilldale Station,Train,Entry,Less than 50
2023-09,Hilldale Station,Train,Exit,Less than 50
2023-10,Hilldale Station,Train,Entry,Less than 50
2023-10,Hilldale Station,Train,Exit,Less than 50
2023-11,Hilldale Station,Train,Entry,Less than 50
2023-11,Hilldale Station,Train,Exit,Less than 50
2023-12,Hilldale Station,Train,Entry,Less than 50
2023-12,Hilldale Station,Train,Exit,Less than 50
2024-01,Hilldale Station,Train,Entry,Less than 50
2024-01,Hilldale Station,Train,Exit,Less than 50
2024-02,Hilldale Station,Train,Entry,Less than 50
2024-02,Hilldale Station,Train,Exit,Less than 50
2024-03,Hilldale Station,Train,Entry,Less than 50
2024-03,Hilldale Station,Train,Exit,Less than 50
2024-04,Hilldale Station,Train,Entry,Less than 50
2024-04,Hilldale Station,Train,Exit,Less than 50
2024-05,Hilldale Station,Train,Entry,Less than 50
2024-05,Hilldale Station,Train,Exit,Less than 50
2024-06,Hilldale Station,Train,Entry,Less than 50
2024-06,Hilldale Station,Train,Exit,Less than 50
2019-05,Hills Showground Station,Metro,Entry,8850
2019-05,Hills Showground Station,Metro,Exit,8500
2019-06,Hills Showground Station,Metro,Entry,47900
2019-06,Hills Showground Station,Metro,Exit,46200
2019-07,Hills Showground Station,Metro,Entry,51450
2019-07,Hills Showground Station,Metro,Exit,50110
2019-08,Hills Showground Station,Metro,Entry,56270
2019-08,Hills Showground Station,Metro,Exit,54270
2019-09,Hills Showground Station,Metro,Entry,57150
2019-09,Hills Showground Station,Metro,Exit,55190
2019-10,Hills Showground Station,Metro,Entry,63630
2019-10,Hills Showground Station,Metro,Exit,61190
2019-11,Hills Showground Station,Metro,Entry,60180
2019-11,Hills Showground Station,Metro,Exit,57520
2019-12,Hills Showground Station,Metro,Entry,64030
2019-12,Hills Showground Station,Metro,Exit,59980
2020-01,Hills Showground Station,Metro,Entry,59100
2020-01,Hills Showground Station,Metro,Exit,56720
2020-02,Hills Showground Station,Metro,Entry,59730
2020-02,Hills Showground Station,Metro,Exit,57580
2020-03,Hills Showground Station,Metro,Entry,40880
2020-03,Hills Showground Station,Metro,Exit,40320
2020-04,Hills Showground Station,Metro,Entry,6660
2020-04,Hills Showground Station,Metro,Exit,6650
2020-05,Hills Showground Station,Metro,Entry,11940
2020-05,Hills Showground Station,Metro,Exit,11940
2020-06,Hills Showground Station,Metro,Entry,22560
2020-06,Hills Showground Station,Metro,Exit,22260
2020-07,Hills Showground Station,Metro,Entry,28020
2020-07,Hills Showground Station,Metro,Exit,27240
2020-08,Hills Showground Station,Metro,Entry,27730
2020-08,Hills Showground Station,Metro,Exit,27260
2020-09,Hills Showground Station,Metro,Entry,31660
2020-09,Hills Showground Station,Metro,Exit,30970
2020-10,Hills Showground Station,Metro,Entry,34430
2020-10,Hills Showground Station,Metro,Exit,33440
2020-11,Hills Showground Station,Metro,Entry,38440
2020-11,Hills Showground Station,Metro,Exit,38200
2020-12,Hills Showground Station,Metro,Entry,37760
2020-12,Hills Showground Station,Metro,Exit,36560
2021-01,Hills Showground Station,Metro,Entry,29230
2021-01,Hills Showground Station,Metro,Exit,28250
2021-02,Hills Showground Station,Metro,Entry,43720
2021-02,Hills Showground Station,Metro,Exit,42270
2021-03,Hills Showground Station,Metro,Entry,50730
2021-03,Hills Showground Station,Metro,Exit,48430
2021-04,Hills Showground Station,Metro,Entry,49320
2021-04,Hills Showground Station,Metro,Exit,47410
2021-05,Hills Showground Station,Metro,Entry,54510
2021-05,Hills Showground Station,Metro,Exit,52770
2021-06,Hills Showground Station,Metro,Entry,40370
2021-06,Hills Showground Station,Metro,Exit,39300
2021-07,Hills Showground Station,Metro,Entry,8160
2021-07,Hills Showground Station,Metro,Exit,8200
2021-08,Hills Showground Station,Metro,Entry,6060
2021-08,Hills Showground Station,Metro,Exit,6380
2021-09,Hills Showground Station,Metro,Entry,6460
2021-09,Hills Showground Station,Metro,Exit,6760
2021-10,Hills Showground Station,Metro,Entry,18090
2021-10,Hills Showground Station,Metro,Exit,17140
2021-11,Hills Showground Station,Metro,Entry,35460
2021-11,Hills Showground Station,Metro,Exit,33580
2021-12,Hills Showground Station,Metro,Entry,35870
2021-12,Hills Showground Station,Metro,Exit,33430
2022-01,Hills Showground Station,Metro,Entry,20390
2022-01,Hills Showground Station,Metro,Exit,19610
2022-02,Hills Showground Station,Metro,Entry,31950
2022-02,Hills Showground Station,Metro,Exit,30550
2022-03,Hills Showground Station,Metro,Entry,45550
2022-03,Hills Showground Station,Metro,Exit,42650
2022-04,Hills Showground Station,Metro,Entry,46830
2022-04,Hills Showground Station,Metro,Exit,43860
2022-05,Hills Showground Station,Metro,Entry,53920
2022-05,Hills Showground Station,Metro,Exit,51380
2022-06,Hills Showground Station,Metro,Entry,50950
2022-06,Hills Showground Station,Metro,Exit,48930
2022-07,Hills Showground Station,Metro,Entry,44330
2022-07,Hills Showground Station,Metro,Exit,41970
2022-08,Hills Showground Station,Metro,Entry,53550
2022-08,Hills Showground Station,Metro,Exit,50710
2022-09,Hills Showground Station,Metro,Entry,51200
2022-09,Hills Showground Station,Metro,Exit,47850
2022-10,Hills Showground Station,Metro,Entry,52880
2022-10,Hills Showground Station,Metro,Exit,49720
2022-11,Hills Showground Station,Metro,Entry,48980
2022-11,Hills Showground Station,Metro,Exit,45750
2022-12,Hills Showground Station,Metro,Entry,56370
2022-12,Hills Showground Station,Metro,Exit,52280
2023-01,Hills Showground Station,Metro,Entry,49210
2023-01,Hills Showground Station,Metro,Exit,47630
2023-02,Hills Showground Station,Metro,Entry,59800
2023-02,Hills Showground Station,Metro,Exit,56330
2023-03,Hills Showground Station,Metro,Entry,73140
2023-03,Hills Showground Station,Metro,Exit,68800
2023-04,Hills Showground Station,Metro,Entry,55880
2023-04,Hills Showground Station,Metro,Exit,53290
2023-05,Hills Showground Station,Metro,Entry,70020
2023-05,Hills Showground Station,Metro,Exit,66390
2023-06,Hills Showground Station,Metro,Entry,65440
2023-06,Hills Showground Station,Metro,Exit,62320
2023-07,Hills Showground Station,Metro,Entry,65740
2023-07,Hills Showground Station,Metro,Exit,62140
2023-08,Hills Showground Station,Metro,Entry,73040
2023-08,Hills Showground Station,Metro,Exit,69320
2023-09,Hills Showground Station,Metro,Entry,69260
2023-09,Hills Showground Station,Metro,Exit,66060
2023-10,Hills Showground Station,Metro,Entry,66960
2023-10,Hills Showground Station,Metro,Exit,64870
2023-11,Hills Showground Station,Metro,Entry,68450
2023-11,Hills Showground Station,Metro,Exit,65140
2023-12,Hills Showground Station,Metro,Entry,57580
2023-12,Hills Showground Station,Metro,Exit,53420
2024-01,Hills Showground Station,Metro,Entry,54120
2024-01,Hills Showground Station,Metro,Exit,52390
2024-02,Hills Showground Station,Metro,Entry,69200
2024-02,Hills Showground Station,Metro,Exit,65510
2024-03,Hills Showground Station,Metro,Entry,70550
2024-03,Hills Showground Station,Metro,Exit,67440
2024-04,Hills Showground Station,Metro,Entry,65610
2024-04,Hills Showground Station,Metro,Exit,62360
2024-05,Hills Showground Station,Metro,Entry,76120
2024-05,Hills Showground Station,Metro,Exit,73160
2024-06,Hills Showground Station,Metro,Entry,64760
2024-06,Hills Showground Station,Metro,Exit,62260
2016-07,Holsworthy Station,Train,Entry,71150
2016-07,Holsworthy Station,Train,Exit,67460
2016-08,Holsworthy Station,Train,Entry,84960
2016-08,Holsworthy Station,Train,Exit,80740
2016-09,Holsworthy Station,Train,Entry,79980
2016-09,Holsworthy Station,Train,Exit,75250
2016-10,Holsworthy Station,Train,Entry,80050
2016-10,Holsworthy Station,Train,Exit,75650
2016-11,Holsworthy Station,Train,Entry,83550
2016-11,Holsworthy Station,Train,Exit,78670
2016-12,Holsworthy Station,Train,Entry,73170
2016-12,Holsworthy Station,Train,Exit,66690
2017-01,Holsworthy Station,Train,Entry,68230
2017-01,Holsworthy Station,Train,Exit,65510
2017-02,Holsworthy Station,Train,Entry,79180
2017-02,Holsworthy Station,Train,Exit,74350
2017-03,Holsworthy Station,Train,Entry,95320
2017-03,Holsworthy Station,Train,Exit,88450
2017-04,Holsworthy Station,Train,Entry,75550
2017-04,Holsworthy Station,Train,Exit,70940
2017-05,Holsworthy Station,Train,Entry,96050
2017-05,Holsworthy Station,Train,Exit,89570
2017-06,Holsworthy Station,Train,Entry,89060
2017-06,Holsworthy Station,Train,Exit,83040
2017-07,Holsworthy Station,Train,Entry,83620
2017-07,Holsworthy Station,Train,Exit,78840
2017-08,Holsworthy Station,Train,Entry,90180
2017-08,Holsworthy Station,Train,Exit,84530
2017-09,Holsworthy Station,Train,Entry,86880
2017-09,Holsworthy Station,Train,Exit,81110
2017-10,Holsworthy Station,Train,Entry,87080
2017-10,Holsworthy Station,Train,Exit,81520
2017-11,Holsworthy Station,Train,Entry,91190
2017-11,Holsworthy Station,Train,Exit,84670
2017-12,Holsworthy Station,Train,Entry,76940
2017-12,Holsworthy Station,Train,Exit,69630
2018-01,Holsworthy Station,Train,Entry,74410
2018-01,Holsworthy Station,Train,Exit,70690
2018-02,Holsworthy Station,Train,Entry,83860
2018-02,Holsworthy Station,Train,Exit,78050
2018-03,Holsworthy Station,Train,Entry,97040
2018-03,Holsworthy Station,Train,Exit,90390
2018-04,Holsworthy Station,Train,Entry,81970
2018-04,Holsworthy Station,Train,Exit,76950
2018-05,Holsworthy Station,Train,Entry,103640
2018-05,Holsworthy Station,Train,Exit,97430
